mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0018550395965576173,0.00024006677270946064,0.0009843826293945313,0.0001848961767243277,gini,15,log2,8,8,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 8}",0.7621359223300971,0.8058252427184466,0.8058252427184466,0.8203883495145631,0.8439024390243902,0.8076154392611887,0.026663419344728028,115
0.0017558574676513673,0.0001477124687928999,0.0009090423583984375,7.998343173734612e-05,entropy,19,log2,11,12,"{'criterion': 'entropy', 'max_depth': 19, 'max_features': 'log2', 'min_samples_leaf': 11, 'min_samples_split': 12}",0.8349514563106796,0.8058252427184466,0.8349514563106796,0.8155339805825242,0.8439024390243902,0.8270329149893441,0.014085299358739483,87
0.0015211105346679688,0.00014486019352544265,0.0007376670837402344,4.495110278470786e-05,entropy,4,log2,2,13,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13}",0.8300970873786407,0.8495145631067961,0.8495145631067961,0.8349514563106796,0.8390243902439024,0.840620412029363,0.007792772971939641,7
0.0016636371612548829,5.5699682981748525e-05,0.0007152557373046875,8.469734033742719e-06,entropy,6,sqrt,1,13,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 13}",0.8300970873786407,0.8155339805825242,0.8495145631067961,0.8106796116504854,0.8048780487804879,0.8221406582997869,0.01603519189933856,101
0.0004254817962646484,4.053160723269461e-05,0.0,0.0,entropy,12,auto,17,11,"{'criterion': 'entropy', 'max_depth': 12, 'max_features': 'auto', 'min_samples_leaf': 17, 'min_samples_split': 11}",,,,,,,,128
0.0015875339508056641,8.275887690286882e-05,0.0007670402526855468,5.310634569467415e-05,entropy,16,log2,15,13,"{'criterion': 'entropy', 'max_depth': 16, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 13}",0.8543689320388349,0.8349514563106796,0.8058252427184466,0.8300970873786407,0.8536585365853658,0.8357802510063935,0.01786314602060657,39
0.0004024505615234375,2.4512862176698774e-05,0.0,0.0,gini,3,auto,19,8,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 19, 'min_samples_split': 8}",,,,,,,,128
0.0015064239501953124,6.883084505360537e-05,0.0008758068084716797,0.00010538388157730563,gini,9,log2,18,5,"{'criterion': 'gini', 'max_depth': 9, 'max_features': 'log2', 'min_samples_leaf': 18, 'min_samples_split': 5}",0.8398058252427184,0.8349514563106796,0.8495145631067961,0.8446601941747572,0.8390243902439024,0.8415912858157707,0.005021168783018865,4
0.0016477108001708984,3.91999588441168e-05,0.0007443428039550781,4.63146116698764e-05,gini,14,sqrt,9,3,"{'criterion': 'gini', 'max_depth': 14, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 3}",0.8155339805825242,0.8252427184466019,0.8300970873786407,0.8446601941747572,0.8341463414634146,0.8299360644091879,0.00963327434985772,69
0.001583433151245117,5.3287827179956157e-05,0.0007363796234130859,2.7170765389469847e-05,entropy,15,log2,12,9,"{'criterion': 'entropy', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 12, 'min_samples_split': 9}",0.8398058252427184,0.8106796116504854,0.7961165048543689,0.8349514563106796,0.8536585365853658,0.8270423869287237,0.020775123371530365,86
0.0013278961181640626,2.7106252733415343e-05,0.0007271766662597656,2.7935902817410528e-05,gini,3,sqrt,17,5,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 5}",0.8398058252427184,0.8203883495145631,0.8349514563106796,0.8446601941747572,0.8439024390243902,0.8367416528534217,0.008876988694706456,37
0.0017578125,3.0335763902832754e-05,0.0007294178009033203,1.1429777730238827e-05,entropy,8,sqrt,6,11,"{'criterion': 'entropy', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 6, 'min_samples_split': 11}",0.8300970873786407,0.7912621359223301,0.8155339805825242,0.8349514563106796,0.8097560975609757,0.81632015155103,0.015546951435373331,112
0.0016722679138183594,1.7238174393965272e-05,0.000833892822265625,0.00013553290775158088,entropy,18,sqrt,12,3,"{'criterion': 'entropy', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 3}",0.8398058252427184,0.8349514563106796,0.8349514563106796,0.8252427184466019,0.8390243902439024,0.8347951693109165,0.005182492669259501,48
0.0014506816864013673,4.4321648338169126e-05,0.0007472038269042969,5.478317343532955e-05,entropy,4,sqrt,16,16,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 16}",0.8300970873786407,0.8398058252427184,0.8398058252427184,0.8398058252427184,0.8439024390243902,0.8386834004262372,0.004576956369604036,13
0.0016246795654296874,3.86339927719111e-05,0.0007374286651611328,4.8389927249217696e-05,entropy,14,log2,8,17,"{'criterion': 'entropy', 'max_depth': 14, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 17}",0.8446601941747572,0.8203883495145631,0.8203883495145631,0.7961165048543689,0.848780487804878,0.8260667771726261,0.019095212487816347,90
