mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.003603363037109375,0.0003808239776048174,0.0012753963470458984,8.840496614421933e-05,gini,15,log2,8,8,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 8}",0.5838150289017341,0.7652173913043478,0.7884057971014493,0.8144927536231884,0.8028985507246377,0.7509659043310715,0.08517854888506055,78
0.0034212112426757813,0.000293864941406529,0.0012093544006347655,6.75896445817764e-05,entropy,19,log2,11,12,"{'criterion': 'entropy', 'max_depth': 19, 'max_features': 'log2', 'min_samples_leaf': 11, 'min_samples_split': 12}",0.5751445086705202,0.8376811594202899,0.7681159420289855,0.8028985507246377,0.8173913043478261,0.7602462930384519,0.09529483499778661,61
0.0027667522430419923,0.0001535259114454534,0.0011679649353027344,5.4474215880442876e-05,entropy,4,log2,2,13,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13}",0.5260115606936416,0.7275362318840579,0.6956521739130435,0.7333333333333333,0.7246376811594203,0.6814341961966994,0.07879569247113508,100
0.0030927181243896483,7.66043606615104e-05,0.0011661529541015625,5.271486004322195e-05,entropy,6,sqrt,1,13,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 13}",0.5895953757225434,0.8347826086956521,0.782608695652174,0.8115942028985508,0.8405797101449275,0.7718321186227696,0.0933770678077029,36
0.001071929931640625,7.4558639866946e-05,0.0,0.0,entropy,12,auto,17,11,"{'criterion': 'entropy', 'max_depth': 12, 'max_features': 'auto', 'min_samples_leaf': 17, 'min_samples_split': 11}",,,,,,,,128
0.0030731201171875,0.00022736286746474286,0.0011661052703857422,5.5093369887803535e-05,entropy,16,log2,15,13,"{'criterion': 'entropy', 'max_depth': 16, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 13}",0.6242774566473989,0.8260869565217391,0.7681159420289855,0.8144927536231884,0.7971014492753623,0.7660149116193348,0.07351060472918249,51
0.001035594940185547,2.193067351264094e-05,0.0,0.0,gini,3,auto,19,8,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 19, 'min_samples_split': 8}",,,,,,,,128
0.0028244972229003905,2.107782055610942e-05,0.0011749744415283203,5.212059173018888e-05,gini,9,log2,18,5,"{'criterion': 'gini', 'max_depth': 9, 'max_features': 'log2', 'min_samples_leaf': 18, 'min_samples_split': 5}",0.5722543352601156,0.7710144927536232,0.8260869565217391,0.8231884057971014,0.8173913043478261,0.7619870989360811,0.0969577569177031,57
0.0035477638244628905,0.0004485646355458522,0.0011481761932373047,1.789594693803069e-05,gini,14,sqrt,9,3,"{'criterion': 'gini', 'max_depth': 14, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 3}",0.6098265895953757,0.8579710144927536,0.8,0.7942028985507247,0.7710144927536232,0.7666029990784955,0.08345481676815637,48
0.003070354461669922,6.342382343492026e-05,0.0011330127716064453,1.3150162551147255e-05,entropy,15,log2,12,9,"{'criterion': 'entropy', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 12, 'min_samples_split': 9}",0.615606936416185,0.8173913043478261,0.7710144927536232,0.7913043478260869,0.8115942028985508,0.7613822568484544,0.07469512497086007,59
0.0026744842529296876,0.0001470555745794289,0.0011465072631835938,4.683196377373993e-05,gini,3,sqrt,17,5,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 5}",0.5722543352601156,0.7014492753623188,0.6521739130434783,0.7275362318840579,0.7507246376811594,0.680827678646226,0.06340620357075348,101
0.0034089088439941406,0.0002472482282639602,0.0011764049530029296,3.1179973044241794e-05,entropy,8,sqrt,6,11,"{'criterion': 'entropy', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 6, 'min_samples_split': 11}",0.615606936416185,0.8434782608695652,0.8202898550724638,0.863768115942029,0.7681159420289855,0.7822518220658458,0.08923095421266258,20
0.0032663822174072267,7.174860830580279e-05,0.0011251449584960937,9.336028317459656e-06,entropy,18,sqrt,12,3,"{'criterion': 'entropy', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 3}",0.5924855491329479,0.855072463768116,0.7942028985507247,0.8463768115942029,0.8753623188405797,0.7927000083773141,0.10362689644640986,5
0.0027413368225097656,4.4562467045918315e-05,0.001117706298828125,1.4015281596008271e-05,entropy,4,sqrt,16,16,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 16}",0.5404624277456648,0.7797101449275362,0.736231884057971,0.7507246376811594,0.7246376811594203,0.7063533551143504,0.08496690200580372,94
0.0036494255065917967,0.0004119807205292195,0.001232481002807617,8.193480554289569e-05,entropy,14,log2,8,17,"{'criterion': 'entropy', 'max_depth': 14, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 17}",0.5751445086705202,0.8434782608695652,0.782608695652174,0.7942028985507247,0.7797101449275362,0.7550289017341041,0.0928289769673811,75
